Levels,Environment,Competitive,Classes,Lab,Sports,Toilet,Sports_Competition,Students_per_class,Langugae,Timings,Meetings,Fests,Field_trips,Water,Mid_day_meal,Quality_of_food,Assessment,Region,Happiness
easy,knowledge,highly,10,no,04-May,hygiene,never,31-40,hindi,5,Quarterly,twice,never,never,yes,excellent,weekly,C,7.155870821
hard,learner,highly,8,yes,04-May,better,never,41-50,english,7,Quarterly,never,twice,always,no,can be improved,monthly,H,5.496259086
hard,learner,not,6,not always,02-Mar,better,yes,41-50,english,7,half yearly,twice,twice,sometimes,yes,can be improved,monthly,C,5.795572094
hard,learner,highly,10,no,04-May,bad,sometimes,31-40,telugu,5,annually,never,never,never,yes,good,monthly,C,2.143771585
moderate,Assessment,moderate,8,yes,02-Mar,hygiene,yes,41-50,english,5,annually,never,once,always,no,excellent,weekly,C,7.371292549
moderate,Assessment,not,10,yes,02-Mar,hygiene,yes,31-40,hindi,6,annually,never,never,sometimes,no,good,weekly,E,2.820979209
moderate,knowledge,not,10,not always,04-May,better,sometimes,31-40,hindi,5,half yearly,once,twice,always,no,can be improved,monthly,H,4.737354926
hard,knowledge,highly,10,not always,06-Aug,better,never,41-50,hindi,7,half yearly,twice,never,sometimes,no,can be improved,monthly,A,9.277114294
hard,Assessment,highly,8,not always,06-Aug,hygiene,never,21-30,telugu,5,annually,twice,twice,sometimes,no,good,monthly,B,7.16771563
moderate,Assessment,moderate,8,not always,02-Mar,bad,yes,41-50,hindi,6,half yearly,twice,once,sometimes,yes,can be improved,weekly,D,6.791098635
hard,Assessment,highly,6,no,04-May,better,never,31-40,hindi,7,Quarterly,never,once,sometimes,no,excellent,monthly,K,4.113725205
moderate,learner,not,8,no,06-Aug,hygiene,yes,31-40,english,6,half yearly,once,twice,always,no,can be improved,never,F,9.872399879
hard,Assessment,moderate,10,not always,06-Aug,better,sometimes,31-40,telugu,6,annually,twice,never,always,no,good,monthly,K,8.40422371
moderate,knowledge,moderate,6,no,06-Aug,better,never,41-50,telugu,5,half yearly,twice,never,never,yes,excellent,monthly,A,7.286821464
hard,learner,highly,6,not always,04-May,better,sometimes,41-50,telugu,7,half yearly,never,once,never,yes,can be improved,weekly,F,2.127605755
hard,Assessment,moderate,10,yes,06-Aug,hygiene,sometimes,31-40,english,5,Quarterly,once,never,always,yes,good,monthly,B,6.769138478
moderate,Assessment,not,8,yes,04-May,bad,yes,41-50,english,5,annually,once,never,sometimes,no,can be improved,weekly,C,5.437803542
moderate,Assessment,highly,6,not always,04-May,hygiene,sometimes,31-40,hindi,6,half yearly,once,once,always,yes,excellent,never,I,1.648074466
hard,learner,highly,10,not always,06-Aug,better,sometimes,21-30,telugu,7,half yearly,never,twice,never,yes,good,monthly,K,4.833289418
hard,learner,moderate,6,yes,04-May,bad,yes,31-40,telugu,5,annually,never,never,always,yes,excellent,never,H,7.570963969
moderate,learner,not,8,yes,04-May,better,never,41-50,telugu,5,annually,twice,never,never,no,excellent,monthly,E,9.644207815
moderate,knowledge,moderate,8,not always,06-Aug,better,never,41-50,telugu,6,half yearly,twice,never,sometimes,yes,can be improved,monthly,E,6.674472966
easy,Assessment,moderate,8,not always,06-Aug,bad,never,31-40,hindi,5,Quarterly,never,never,sometimes,yes,good,monthly,E,5.585097342
easy,knowledge,not,6,not always,06-Aug,bad,sometimes,41-50,hindi,6,annually,once,once,never,no,can be improved,never,G,1.320458276
moderate,knowledge,highly,10,not always,06-Aug,hygiene,never,21-30,english,6,half yearly,twice,once,always,yes,good,never,I,1.694762358
easy,learner,not,10,yes,02-Mar,better,never,21-30,english,6,Quarterly,never,twice,sometimes,no,excellent,weekly,I,5.432340371
hard,knowledge,moderate,10,not always,02-Mar,hygiene,yes,21-30,hindi,5,half yearly,never,once,never,yes,can be improved,weekly,H,3.280216077
easy,learner,highly,10,yes,06-Aug,bad,never,41-50,hindi,6,annually,once,never,never,yes,can be improved,never,B,4.757644433
moderate,learner,not,6,no,06-Aug,bad,never,31-40,telugu,6,half yearly,never,never,sometimes,yes,excellent,never,J,9.915658479
easy,learner,moderate,8,not always,04-May,bad,yes,31-40,telugu,6,Quarterly,twice,never,always,no,good,never,G,2.102945443
hard,knowledge,not,10,yes,04-May,hygiene,yes,41-50,hindi,7,annually,once,never,never,yes,excellent,never,K,3.147890174
easy,learner,highly,6,no,04-May,hygiene,never,21-30,telugu,5,half yearly,never,twice,always,no,good,weekly,E,5.882394843
easy,learner,moderate,8,no,06-Aug,better,never,31-40,telugu,5,annually,never,twice,sometimes,no,can be improved,never,G,9.416480862
moderate,Assessment,moderate,10,no,04-May,bad,never,31-40,english,6,Quarterly,twice,once,always,no,excellent,monthly,B,7.376148917
easy,Assessment,moderate,10,not always,04-May,hygiene,yes,21-30,hindi,6,half yearly,once,once,always,no,can be improved,weekly,G,7.876888836
hard,learner,highly,10,yes,02-Mar,bad,sometimes,21-30,hindi,5,Quarterly,never,once,never,yes,good,never,I,1.925633476
easy,learner,highly,6,yes,04-May,better,sometimes,21-30,hindi,7,Quarterly,never,never,sometimes,yes,good,never,H,7.963149274
easy,Assessment,highly,6,not always,06-Aug,better,sometimes,21-30,hindi,6,Quarterly,never,twice,never,no,can be improved,weekly,H,1.854040369
moderate,learner,highly,6,no,02-Mar,bad,never,41-50,telugu,5,half yearly,twice,twice,never,no,can be improved,monthly,B,7.174704941
hard,Assessment,not,8,yes,04-May,better,never,41-50,english,6,annually,once,never,always,yes,good,monthly,K,7.375612352
hard,learner,highly,8,not always,04-May,hygiene,sometimes,41-50,hindi,6,annually,twice,never,sometimes,yes,can be improved,weekly,C,9.965892789
hard,knowledge,highly,8,not always,06-Aug,hygiene,never,41-50,telugu,5,Quarterly,twice,twice,never,yes,excellent,monthly,J,6.953111466
hard,learner,highly,6,yes,04-May,hygiene,yes,21-30,hindi,5,annually,twice,twice,always,yes,excellent,monthly,C,4.802878345
easy,learner,moderate,8,yes,06-Aug,hygiene,sometimes,21-30,english,7,annually,never,twice,sometimes,no,good,monthly,E,6.825420622
moderate,knowledge,moderate,10,not always,02-Mar,better,yes,31-40,english,5,Quarterly,once,never,never,yes,good,never,F,9.624851885
moderate,learner,moderate,6,no,06-Aug,bad,sometimes,21-30,english,5,half yearly,never,once,always,no,can be improved,monthly,K,4.09207943
hard,knowledge,highly,10,not always,04-May,hygiene,yes,41-50,hindi,7,annually,twice,never,never,no,excellent,weekly,C,2.389216541
hard,knowledge,moderate,8,no,04-May,better,sometimes,31-40,english,6,annually,twice,twice,always,no,can be improved,weekly,D,9.630531567
easy,learner,not,10,no,04-May,better,yes,31-40,telugu,6,Quarterly,once,once,never,no,can be improved,weekly,C,5.084876682
easy,learner,not,10,yes,06-Aug,hygiene,never,21-30,hindi,7,annually,once,twice,never,yes,can be improved,never,I,5.978447598
easy,Assessment,highly,8,not always,02-Mar,better,never,31-40,telugu,6,annually,twice,once,sometimes,yes,can be improved,monthly,B,2.690199951
hard,learner,moderate,10,yes,02-Mar,hygiene,never,31-40,hindi,7,Quarterly,twice,once,sometimes,yes,excellent,monthly,B,7.209283226
moderate,learner,highly,6,not always,04-May,hygiene,never,41-50,hindi,7,annually,never,twice,always,yes,excellent,monthly,K,5.483277322
easy,Assessment,highly,8,not always,06-Aug,hygiene,yes,41-50,telugu,7,half yearly,once,once,always,yes,can be improved,monthly,C,7.366968561
hard,learner,not,10,yes,06-Aug,better,never,41-50,hindi,6,Quarterly,once,once,never,no,excellent,monthly,K,9.377700267
moderate,learner,moderate,10,yes,04-May,better,never,21-30,english,6,annually,never,never,sometimes,yes,excellent,monthly,F,6.382149805
moderate,Assessment,highly,6,no,06-Aug,bad,never,31-40,telugu,5,annually,once,never,never,no,excellent,never,C,2.153501146
easy,Assessment,highly,10,not always,02-Mar,bad,never,31-40,hindi,7,annually,twice,never,never,no,can be improved,weekly,E,9.668317738
hard,knowledge,highly,8,no,06-Aug,bad,yes,21-30,hindi,6,Quarterly,once,once,sometimes,no,good,weekly,E,1.279304723
easy,learner,not,8,not always,02-Mar,bad,never,41-50,telugu,7,half yearly,twice,never,never,no,can be improved,monthly,I,3.953148098
hard,knowledge,not,8,no,04-May,bad,sometimes,41-50,telugu,6,annually,twice,twice,sometimes,no,can be improved,monthly,A,6.948261219
easy,learner,highly,6,not always,02-Mar,better,never,21-30,english,5,half yearly,once,twice,never,yes,excellent,weekly,I,9.523563447
easy,knowledge,highly,10,no,04-May,bad,sometimes,21-30,hindi,6,Quarterly,twice,twice,sometimes,no,can be improved,never,B,2.06922665
moderate,learner,not,10,no,06-Aug,better,yes,31-40,telugu,6,half yearly,twice,twice,always,yes,good,weekly,D,7.079880268
moderate,Assessment,not,6,not always,04-May,bad,yes,21-30,telugu,6,annually,twice,never,never,no,good,never,I,2.273794795
hard,learner,highly,10,yes,04-May,hygiene,yes,41-50,english,6,Quarterly,never,once,sometimes,yes,excellent,never,F,2.706599519
hard,learner,moderate,10,not always,06-Aug,better,yes,21-30,hindi,6,annually,twice,once,sometimes,yes,excellent,never,F,7.779166293
moderate,learner,not,6,not always,02-Mar,better,never,31-40,hindi,5,Quarterly,never,twice,never,yes,can be improved,monthly,D,1.857609813
hard,Assessment,not,6,not always,04-May,hygiene,never,31-40,hindi,6,Quarterly,once,never,never,yes,good,never,K,9.063061441
moderate,learner,moderate,6,no,06-Aug,better,sometimes,41-50,telugu,5,half yearly,once,once,sometimes,no,good,never,K,8.150026908
hard,Assessment,highly,8,not always,06-Aug,better,never,41-50,telugu,6,half yearly,once,once,sometimes,no,excellent,weekly,B,7.990754507
easy,learner,highly,6,no,04-May,bad,sometimes,21-30,english,5,half yearly,never,once,never,no,good,monthly,A,6.263906896
easy,learner,not,6,no,02-Mar,hygiene,never,41-50,english,6,Quarterly,never,twice,always,no,excellent,weekly,C,7.714947658
easy,Assessment,not,8,yes,06-Aug,bad,yes,21-30,english,7,annually,once,twice,always,no,good,never,D,9.517831361
moderate,knowledge,not,8,yes,06-Aug,better,never,31-40,telugu,5,half yearly,once,never,always,no,excellent,monthly,F,9.487672156
moderate,knowledge,moderate,6,not always,06-Aug,better,never,21-30,telugu,6,Quarterly,never,twice,always,yes,can be improved,monthly,B,1.295704424
hard,Assessment,moderate,8,no,06-Aug,bad,sometimes,41-50,hindi,5,Quarterly,once,once,never,no,good,weekly,C,1.766841564
moderate,knowledge,highly,8,not always,06-Aug,bad,never,31-40,hindi,6,Quarterly,once,twice,never,no,excellent,never,K,2.483753356
hard,learner,not,8,yes,02-Mar,bad,sometimes,21-30,telugu,5,half yearly,never,never,sometimes,yes,excellent,weekly,H,2.195001223
easy,learner,moderate,8,yes,06-Aug,bad,sometimes,31-40,english,6,half yearly,twice,once,always,no,excellent,weekly,K,4.990058815
moderate,knowledge,moderate,10,no,02-Mar,hygiene,sometimes,41-50,english,6,annually,once,twice,never,no,good,weekly,F,4.968692887
moderate,knowledge,not,6,yes,02-Mar,bad,sometimes,31-40,telugu,6,Quarterly,never,once,always,yes,excellent,weekly,A,7.253255109
hard,knowledge,moderate,8,not always,02-Mar,better,sometimes,41-50,english,7,Quarterly,never,twice,never,yes,excellent,weekly,I,6.416496039
moderate,learner,moderate,10,no,02-Mar,bad,sometimes,41-50,telugu,6,annually,once,twice,never,yes,good,never,E,9.328537135
easy,learner,not,8,yes,02-Mar,better,never,41-50,english,7,Quarterly,once,once,always,no,excellent,monthly,K,2.656195376
easy,knowledge,highly,10,not always,02-Mar,better,sometimes,21-30,telugu,5,Quarterly,never,never,never,yes,excellent,weekly,C,9.417339251
easy,Assessment,not,10,yes,04-May,bad,never,21-30,english,5,annually,once,once,sometimes,no,good,monthly,D,3.534105971
hard,Assessment,highly,8,no,06-Aug,better,sometimes,41-50,english,7,Quarterly,once,twice,sometimes,no,excellent,monthly,B,7.28893362
moderate,learner,not,6,not always,02-Mar,better,never,41-50,english,7,Quarterly,once,twice,always,no,can be improved,never,E,3.138532794
easy,knowledge,moderate,8,yes,02-Mar,hygiene,sometimes,21-30,telugu,6,Quarterly,never,once,never,no,can be improved,never,G,1.742109085
easy,learner,not,8,yes,06-Aug,better,never,31-40,hindi,5,annually,never,once,always,yes,excellent,monthly,F,7.965151307
easy,Assessment,highly,10,not always,06-Aug,hygiene,yes,41-50,english,5,half yearly,once,never,sometimes,yes,excellent,never,B,2.82242404
hard,Assessment,moderate,10,yes,06-Aug,bad,never,31-40,english,5,half yearly,never,once,sometimes,no,can be improved,weekly,C,1.806297493
easy,learner,moderate,10,yes,02-Mar,better,yes,41-50,hindi,6,Quarterly,once,once,always,yes,can be improved,never,D,3.377104908
hard,knowledge,moderate,8,not always,04-May,bad,never,31-40,hindi,6,half yearly,twice,once,sometimes,no,excellent,weekly,J,4.001921204
easy,Assessment,highly,6,yes,02-Mar,bad,never,41-50,telugu,5,annually,twice,never,always,yes,can be improved,weekly,G,8.224939326
hard,Assessment,not,6,yes,02-Mar,better,sometimes,31-40,english,6,half yearly,never,never,never,no,excellent,weekly,B,3.500665598
moderate,knowledge,highly,8,yes,02-Mar,hygiene,never,41-50,hindi,7,annually,twice,once,always,no,can be improved,weekly,K,3.052216573
moderate,Assessment,moderate,10,no,04-May,hygiene,sometimes,21-30,telugu,6,half yearly,never,once,always,yes,good,never,D,2.991725993
hard,Assessment,highly,10,yes,06-Aug,bad,never,41-50,telugu,6,half yearly,twice,never,never,no,can be improved,weekly,G,6.983937822
moderate,knowledge,not,6,yes,04-May,hygiene,yes,21-30,telugu,6,half yearly,once,once,sometimes,yes,can be improved,weekly,C,6.631231715
hard,knowledge,moderate,10,yes,06-Aug,hygiene,never,21-30,telugu,7,Quarterly,twice,never,never,no,excellent,weekly,E,8.031590752
hard,learner,highly,6,not always,04-May,bad,yes,31-40,english,6,annually,once,never,always,yes,good,weekly,F,4.269930928
easy,Assessment,moderate,10,yes,06-Aug,better,sometimes,41-50,hindi,7,half yearly,once,never,always,yes,excellent,never,J,9.936705808
easy,learner,highly,6,not always,04-May,hygiene,sometimes,41-50,english,6,annually,once,once,never,no,excellent,weekly,I,9.199642456
hard,learner,moderate,6,yes,02-Mar,hygiene,yes,21-30,telugu,6,annually,twice,twice,never,yes,can be improved,never,A,9.642896653
moderate,knowledge,moderate,10,not always,04-May,better,yes,41-50,hindi,5,half yearly,never,never,always,yes,excellent,monthly,D,2.818716478
hard,learner,moderate,10,no,06-Aug,better,yes,21-30,english,6,half yearly,never,never,sometimes,yes,can be improved,never,A,4.948506269
moderate,knowledge,moderate,8,no,06-Aug,better,yes,31-40,english,7,half yearly,twice,once,sometimes,yes,excellent,weekly,E,5.738699877
hard,Assessment,highly,10,no,04-May,hygiene,never,41-50,english,7,Quarterly,never,once,sometimes,no,can be improved,never,C,9.079517086
moderate,knowledge,not,6,no,02-Mar,hygiene,sometimes,31-40,telugu,6,half yearly,twice,once,sometimes,no,good,never,D,8.120017919
moderate,learner,highly,8,not always,02-Mar,better,sometimes,31-40,english,7,annually,once,never,always,no,good,weekly,J,7.312504694
easy,learner,highly,6,no,04-May,better,never,41-50,hindi,6,half yearly,once,never,never,yes,can be improved,never,B,8.139749445
moderate,Assessment,moderate,6,yes,06-Aug,hygiene,yes,41-50,telugu,7,Quarterly,twice,never,always,yes,can be improved,monthly,J,3.965087565
hard,knowledge,highly,6,no,04-May,hygiene,never,31-40,telugu,5,annually,never,never,sometimes,no,excellent,weekly,G,7.121414824
hard,knowledge,moderate,8,not always,02-Mar,better,never,31-40,english,5,Quarterly,twice,never,sometimes,no,can be improved,monthly,B,8.35788575
moderate,Assessment,not,8,not always,02-Mar,hygiene,yes,21-30,telugu,5,half yearly,never,never,never,no,excellent,monthly,K,5.581526152
hard,Assessment,not,8,yes,02-Mar,bad,sometimes,21-30,hindi,7,Quarterly,never,never,always,yes,can be improved,weekly,B,4.87988327
hard,knowledge,highly,10,no,04-May,bad,yes,31-40,english,7,half yearly,never,once,always,yes,good,never,J,7.646493311
hard,knowledge,moderate,10,no,02-Mar,hygiene,never,21-30,english,6,annually,never,twice,sometimes,no,can be improved,monthly,G,3.024697095
easy,learner,not,8,yes,06-Aug,hygiene,yes,21-30,hindi,7,annually,never,twice,sometimes,yes,good,weekly,H,3.367717761
easy,Assessment,highly,8,not always,06-Aug,bad,sometimes,21-30,telugu,7,Quarterly,once,twice,sometimes,no,good,weekly,K,2.325634336
moderate,knowledge,highly,10,yes,02-Mar,bad,sometimes,41-50,hindi,6,half yearly,twice,twice,always,no,good,monthly,K,2.076713002
easy,learner,moderate,8,not always,02-Mar,hygiene,sometimes,41-50,hindi,5,annually,once,once,sometimes,no,excellent,monthly,A,8.535951718
easy,learner,not,10,yes,04-May,bad,never,41-50,hindi,6,annually,once,never,always,no,excellent,never,C,4.808532925
moderate,learner,moderate,10,yes,02-Mar,better,never,31-40,telugu,6,Quarterly,twice,twice,sometimes,yes,can be improved,weekly,C,7.559117866
easy,learner,highly,8,no,02-Mar,hygiene,never,21-30,hindi,5,annually,twice,never,sometimes,yes,good,monthly,B,6.823129451
hard,knowledge,highly,10,not always,04-May,better,sometimes,21-30,hindi,6,Quarterly,once,once,sometimes,no,excellent,monthly,A,5.240153086
easy,learner,highly,6,no,06-Aug,hygiene,yes,21-30,hindi,6,half yearly,twice,never,sometimes,yes,good,never,I,6.002069313
moderate,learner,highly,8,yes,04-May,better,never,41-50,telugu,7,annually,once,twice,never,no,good,never,H,6.508114958
hard,Assessment,highly,6,no,04-May,better,sometimes,41-50,telugu,6,Quarterly,twice,once,sometimes,no,can be improved,monthly,K,8.588080895
moderate,knowledge,not,6,no,06-Aug,better,yes,41-50,english,7,half yearly,twice,never,sometimes,yes,good,weekly,H,4.312109134
hard,knowledge,highly,8,yes,04-May,better,never,41-50,hindi,7,Quarterly,once,twice,always,yes,excellent,never,B,8.825700206
easy,knowledge,moderate,6,yes,02-Mar,hygiene,yes,31-40,telugu,5,Quarterly,never,twice,never,no,good,monthly,I,4.565449825
easy,Assessment,highly,6,not always,04-May,bad,never,21-30,english,7,half yearly,twice,twice,sometimes,no,can be improved,never,E,9.911993605
moderate,Assessment,highly,10,not always,06-Aug,better,never,21-30,hindi,5,half yearly,twice,never,sometimes,yes,can be improved,never,H,9.046492582
